id,category,category_num,degree,menu_name,price,info,cinnamon,whip,strong_or_weak,syrup_add,light_vanilia_add,stevia_changed,stevia_add,honey_add,choose_milk,choose_topping,zero_cider_changed
77,음료,20,HOT,토피넛라떼,3800,은은하게 퍼지는 카라멜의 달달한 향기와 견과의 고소함을 한입에 즐길 수 있는 라떼.,0,0,"1,2,3,4,5",0,0,0,0,"1,15","1,13,14",0,0
78,커피(콜드브루),1,HOT,콜드브루오리지널,3500,차가운 물에 장시간 우려내 깔끔한 목넘김을 느낄 수 있는 콜드브루.,0,0,"1,2","1,9",0,0,0,"1,15",0,0,0
79,커피(콜드브루),2,HOT,콜드브루라떼,4000,"콜드브루에 고소한 우유를 섞어, 깔끔함과 부드러움을 잡은 라떼.",0,0,"1,2","1,9",0,0,0,"1,15","1,13,14",0,0
80,커피(콜드브루),3,ICE,콜드브루오리지널,3500,차가운 물에 장시간 우려내 깔끔한 목넘김을 느낄 수 있는 콜드브루.,0,0,"1,2","1,9",0,0,0,"1,15",0,0,0
81,커피(콜드브루),4,ICE,콜드브루라떼,4000,"콜드브루에 고소한 우유를 섞어, 깔끔함과 부드러움을 잡은 라떼.",0,0,"1,2","1,9",0,0,0,"1,15","1,13,14",0,0
82,커피(콜드브루),5,ICE,콜드브루 디카페인,3500,"카페인을 줄였지만, 원두 본연의 향미를 풍부하게 살려 맛을 잡은 콜드브루 디카페인",0,0,"1,2","1,9",0,0,0,"1,15",0,0,0
83,커피(콜드브루),6,HOT,콜드브루 디카페인,4000,"카페인을 줄였지만, 원두 본연의 향미를 풍부하게 살려 맛을 잡은 콜드브루 디카페인",0,0,"1,2","1,9",0,0,0,"1,15",0,0,0
84,커피(콜드브루),7,ICE,콜드브루 디카페인라떼,3500,"고소한 우유를 섞어, 커피향에 부드러운 풍미를 가미한 콜드브루 디카페인 라떼",0,0,"1,2","1,9",0,0,0,"1,15","1,13,14",0,0
85,커피(콜드브루),8,HOT,콜드브루 디카페인라떼,4000,"고소한 우유를 섞어, 커피향에 부드러운 풍미를 가미한 콜드브루 디카페인 라떼",0,0,"1,2","1,9",0,0,0,"1,15","1,13,14",0,0
86,커피(HOT),1,HOT,아메리카노,1500,"메가MGC커피 블렌드 원두로 추출한 에스프레소에 물을 더해, 풍부한 바디감을 느낄 수 있는 스탠다드 커피.",0,0,"1,2,3,4",0,0,0,"1,12",0,0,0,0
87,커피(HOT),2,HOT,꿀아메리카노,2500,아메리카노의 묵직한 바디감에 달콤한 사양벌꿀이 소프트하게 어우러진 커피.,0,0,"1,2,3,4",0,0,0,0,"1,15",0,0,0
88,커피(HOT),3,HOT,헤이즐넛아메리카노,2500,아메리카노에 헤이즐넛의 풍성한 향과 달콤함을 담아 향긋하고 부드럽게,0,0,"1,2,3,9",0,0,0,0,"1,15",0,0,0
89,커피(HOT),4,HOT,바닐라아메리카노,2700,아메리카노에 바닐라의 부드러운 향과 달콤함을 조화롭게 담아낸 커피.,0,0,"1,2,3,6,7,8",0,0,0,0,"1,15",0,0,0
90,커피(HOT),5,HOT,카페라떼,2900,진한 에스프레소와 부드러운 우유가 어우러져 고소한 풍미를 완성한 라떼.,0,0,"1,2,3,4",0,"1,8",0,"1,12","1,15","1,13,14",0,0
91,커피(HOT),6,HOT,바닐라라떼,3400,바닐라의 짙은 향과 풍부한 폼 밀크의 조화가 인상적인 달콤한 라떼.,0,0,"1,2,3,6,7,8",0,0,0,0,"1,15","1,13,14",0,0
92,커피(HOT),7,HOT,연유라떼,3900,"향기로운 에스프레소 샷, 부드러운 우유 그리고 달콤한 연유가 조화롭게 어우러진 라떼.",0,0,"1,2,3,4",0,0,"1,11",0,"1,15","1,13,14",0,0
93,커피(HOT),8,HOT,카라멜마끼야또,3700,폼 밀크 속에 진한 에스프레소와 달콤한 카라멜을 가미해 부드럽게 즐기는 커피.,0,0,"1,2,3,4,10",0,0,0,0,"1,15","1,13,14",0,0
94,커피(HOT),9,HOT,카페모카,3900,"초코를 만나 풍부해진 에스프레소와 고소한 우유, 부드러운 휘핑크림까지 더해 달콤하게 즐기는 커피.",0,"19,20","1,2,3,4",0,0,0,0,"1,15","1,13,14",0,0
95,커피(HOT),10,HOT,카푸치노,2900,"에스프레소 위에 올려진 우유 거품, 그리고 시나몬 파우더로 완성한 조화로운 맛의 커피.","21,22",0,"1,2,3,4","1,9",0,0,"1,12","1,15","1,13,14",0,0
96,커피(HOT),11,HOT,헤이즐넛라떼,3400,부드러운 카페라떼에 헤이즐넛의 풍부한 향과 달콤함을 담아 향긋하게 즐길 수 있는 라떼.,0,0,"1,2,3,9",0,0,0,0,"1,15","1,13,14",0,0
97,커피(HOT),12,HOT,티라미수라떼,3900,에스프레소와 티라미수 소스 & 우유 그리고 풍미를 더해주는 달달한 크림까지 곁들여 완성한 티라미수 라떼.,0,0,"1,2,3,4",0,0,"1,11",0,"1,15","1,13,14",0,0
98,커피(ICE),1,ICE,메가리카노,3000,깊고 진한 메가MGC커피 아메리카노를 '960ml' 더 큼직하게 즐길 수 있는 대용량 커피.,"21,22","19,20","1,2,3,4","1,9",0,0,"1,12","1,15",0,0,0
99,커피(ICE),2,ICE,아메리카노,2000,"메가MGC커피 블렌드 원두로 추출한 에스프레소에 물을 더해, 풍부한 바디감을 느낄 수 있는 스탠다드 커피.","21,22","19,20","1,2,3,4",0,0,0,"1,12",0,0,0,0
100,커피(ICE),3,ICE,꿀아메리카노,2500,아메리카노의 묵직한 바디감에 달콤한 사양벌꿀이 소프트하게 어우러진 커피.,"21,22","19,20","1,2,3,4",0,0,0,0,"1,15",0,0,0
101,커피(ICE),4,ICE,헤이즐넛아메리카노,2500,아메리카노에 헤이즐넛의 풍성한 향과 달콤함을 담아 향긋하고 부드럽게 즐기는 커피.,"21,22","19,20","1,2,3,9",0,0,0,0,"1,15",0,0,0
102,커피(ICE),5,ICE,바닐라아메리카노,2500,아메리카노에 바닐라의 부드러운 향과 달콤함을 조화롭게 담아낸 커피.,"21,22","19,20","1,2,3,6,7,8",0,0,0,0,"1,15",0,0,0
103,커피(ICE),6,ICE,큐브라떼,4200,"연유를 섞은 라떼에 에스프레소를 얼린 커피큐브를 올려, 녹을수록 더 진한 커피가 느껴지는 라떼.","21,22","19,20","1,2,3,4",0,0,0,0,"1,15","1,13,14",0,0
104,커피(ICE),7,ICE,카페라떼,2900,진한 에스프레소와 부드러운 우유가 어우러져 고소한 풍미를 완성한 라떼.,"21,22","19,20","1,2,3,4",0,"1,8",0,"1,12","1,15","1,13,14",0,0
105,커피(ICE),8,ICE,바닐라라떼,3400,바닐라의 짙은 향과 풍부한 폼 밀크의 조화가 인상적인 달콤한 라떼.,"21,22","19,20","1,2,3,6,7,8",0,0,0,0,"1,15","1,13,14",0,0
106,커피(ICE),9,ICE,카라멜마끼아또,3500,폼 밀크 속에 진한 에스프레소와 달콤한 카라멜을 가미해 부드럽게 즐기는 커피.,"21,22","19,20","1,2,3,4,10",0,0,0,0,"1,15","1,13,14",0,0
107,커피(ICE),10,ICE,카페모카,3700,"초코를 만나 풍부해진 에스프레소와 고소한 우유, 부드러운 휘핑크림까지 더해 달콤하게 즐기는 커피.","21,22","19,20","1,2,3,4",0,0,0,0,"1,15","1,13,14",0,0
108,커피(ICE),11,ICE,카푸치노,2700,"에스프레소 위에 올려진 우유 거품, 그리고 시나몬 파우더로 완성한 조화로운 맛의 커피.","21,22","19,20","1,2,3,4","1,9",0,0,"1,12","1,15","1,13,14",0,0
109,커피(ICE),12,ICE,헤이즐넛라떼,3400,부드러운 카페라떼에 헤이즐넛의 풍부한 향과 달콤함을 담아 향긋하게 즐길 수 있는 라떼.,"21,22","19,20","1,2,3,9",0,0,0,0,"1,15","1,13,14",0,0
110,커피(ICE),13,ICE,티라미수라떼,3900,에스프레소와 티라미수 소스 & 우유 그리고 풍미를 더해주는 달달한 크림까지 곁들여 완성한 티라미수 라떼.,"21,22","19,20","1,2,3,4",0,0,"1,11",0,"1,15","1,13,14",0,0
111,티,1,ICE,트로피컬 용과 티플레져,3800,"상큼 달콤한 트로피컬 과일, 강렬한 레드 용과 에이드에 아식한 알로에 펄이 들어간 그린티 베이스의 티플레저",0,0,0,0,0,0,0,0,0,0,0
112,티,2,ICE,복숭아아이스티,3000,홍차의 깊은 맛과 풍부한 복숭아 향이 어우러진 달콤한 여름철 인기 음료,0,0,"1,2,3,4",0,0,0,0,"1,15",0,0,0
113,티,3,ICE,허니자몽블랙티,3700,달콤한 꿀청에 재운 자몽에 홍차의 부드러움을 어우른 상큼한 과일티.,0,0,0,0,0,0,0,"1,15",0,0,0
114,티,4,ICE,사과유자차,3500,애플티의 향긋함과 유자청의 상큼달콤함을 한컵에 담아낸 과일티.,0,0,0,0,0,0,0,"1,15",0,0,0
115,티,5,ICE,유자차,3300,비타민이 가득 든 상큼달콤한 유자를 듬뿍 넣어 향긋한 즐거움을 전하는 과일티.,0,0,0,0,0,0,0,"1,15",0,0,0
116,티,6,ICE,레몬차,3300,상큼한 레몬의 맛과 향을 오롯이 살린 비타민C 가득한 과일티.,0,0,0,0,0,0,0,"1,15",0,0,0
117,티,7,ICE,자몽차,3300,달콤쌉싸름한 자몽의 조화로운 맛을 한 잔 가득 느낄 수 있는 과일티.,0,0,0,0,0,"1,11",0,"1,15",0,0,0
118,티,8,ICE,녹차,2500,고소한 감칠맛과 부드러운 목넘김으로 산뜻하게 마음을 위로하는 국내산 녹차.,0,0,0,0,0,0,0,"1,15",0,0,0
119,티,9,ICE,페퍼민트,2500,"멘톨향의 묵직한 청량감, 상쾌한 맛과 향이 인상적인 허브티.",0,0,0,0,0,0,0,"1,15",0,0,0
120,티,10,ICE,캐모마일,2500,마음을 진정 시켜주는 산뜻한 풀내음을 느낄 수 있는 허브티.,0,0,0,0,0,0,0,"1,15",0,0,0
121,티,11,ICE,얼그레이,2500,홍차 특유의 풍부한 플레이버를 만끽할 수 있는 허브티.,0,0,0,0,0,0,0,"1,15",0,0,0
122,티,12,HOT,허니자몽블랙티,3700,달콤한 꿀청에 재운 자몽에 홍차의 부드러움을 어우른 상큼한 과일티.,0,0,0,0,0,0,0,"1,15",0,0,0
123,티,13,HOT,사과유자차,3500,애플티의 향긋함과 유자청의 상큼달콤함을 한컵에 담아낸 과일티.,0,0,0,0,0,0,0,"1,15",0,0,0
124,티,14,HOT,유자차,3300,비타민이 가득 든 상큼달콤한 유자를 듬뿍 넣어 향긋한 즐거움을 전하는 과일티.,0,0,0,0,0,0,0,"1,15",0,0,0
125,티,15,HOT,레몬차,3300,상큼한 레몬의 맛과 향을 오롯이 살린 비타민C 가득한 과일티.,0,0,0,0,0,0,0,"1,15",0,0,0
126,티,16,HOT,자몽차,3300,달콤쌉싸름한 자몽의 조화로운 맛을 한 잔 가득 느낄 수 있는 과일티.,0,0,0,0,0,"1,11",0,"1,15",0,0,0
127,티,17,HOT,녹차,2500,고소한 감칠맛과 부드러운 목넘김으로 산뜻하게 마음을 위로하는 국내산 녹차.,0,0,0,0,0,0,0,"1,15",0,0,0
128,티,18,HOT,페퍼민트,2500,"멘톨향의 묵직한 청량감, 상쾌한 맛과 향이 인상적인 허브티.",0,0,0,0,0,0,0,"1,15",0,0,0
129,티,19,HOT,캐모마일,2500,마음을 진정 시켜주는 산뜻한 풀내음을 느낄 수 있는 허브티.,0,0,0,0,0,0,0,"1,15",0,0,0
130,티,20,HOT,얼그레이,2500,홍차 특유의 풍부한 플레이버를 만끽할 수 있는 허브티.,0,0,0,0,0,0,0,"1,15",0,0,0
131,디저트,1,-,첨벙첨벙간식꾸러미,3900,핫도그 보물섬을 찾아서 생크림 오믈렛 파도를 헤엄치는 커스타드맛 상어로 구성 된 여름 간식 꾸러미,0,0,0,0,0,0,0,0,0,0,0
132,디저트,2,-,오레오초코퐁파르페,4400,"진한 초코 스무디에 바삭바삭한 허니 퐁시리얼, 리얼 오레오와 아이스크림을 올려 낸 파르페",0,0,0,0,0,0,0,0,0,0,0
133,디저트,3,-,딸기크림퐁파르페,4400,"달콤한 딸기 요거트 스무디에 바삭바삭한 허니 퐁시리얼, 이탈리아 과자 보노미 글라사떼와 아이스크림을 올려 낸 파르페",0,0,0,0,0,0,0,0,0,0,0
134,디저트,4,-,그레놀라스모어쿠키,2900,그래놀라가 콕콕 박힌 통곡물 쿠키에 달콤하게 구운 마시멜로우가 만나 더욱 건강한 쿠키,0,0,0,0,0,0,0,0,0,0,0
135,디저트,5,-,크로크무슈,3800,"고소한 식빵 사이에 햄과 치즈를 샌드하고, 빵 윗면에 멜팅치즈를 토핑해 든든한 한끼를 선물하는 샌드위치.",0,0,0,0,0,0,0,0,0,0,0
136,디저트,6,-,미트파이,4400,풍미 가득한 치즈와 바비큐 소스로 맛을 낸 소고기를 듬뿍 담은 미트파이,0,0,0,0,0,0,0,0,0,0,0
137,디저트,7,-,버터버터소금빵,3200,고소한 프랑스산 프레지덩 버터를 듬뿍넣어 더 부드럽고 짭쪼롬하게 즐길 수 있는 베이커리 메뉴,0,0,0,0,0,0,0,0,0,0,0
138,디저트,8,-,제주당근에그마요샌드위치,3400,제주 당근과 에그마요를 품은 간편하고 든든한 한 손 샌드위치.,0,0,0,0,0,0,0,0,0,0,0
139,디저트,9,-,허니버터피자,5100,"이탈리아산 듀럼밀을 사용한 쫄깃한 도우에 버터, 모짜렐라 치즈, 꿀을 더해 든든하게 만든 단짠단짠 허니버터 피자",0,0,0,0,0,0,0,0,0,0,0
140,디저트,10,-,마르게리타피자,5400,"이탈리아산 듀럼밀을 사용한 쫄깃한 도우에 토마토소스, 모짜렐라 치즈 바질을 더해 든든하게 만든 풍미가득 마르게리타 피자",0,0,0,0,0,0,0,0,0,0,0
141,디저트,11,-,경산대추과즐,1900,경산 대추와 우리 밀을 넣은 달콤 쫀득한 피에 국내산 조청과 쌀 튀밥을 입혀 바삭하게 구운 한과,0,0,0,0,0,0,0,0,0,0,0
142,디저트,12,-,장수사과비건젤리,1900,전라북도 장수 고원에서 자란 사과를 품은 말랑 촉촉한 동물 모양 비건 젤리,0,0,0,0,0,0,0,0,0,0,0
143,디저트,13,-,햄앤치즈샌드,2000,햄과 치즈의 조화로운 한끼를 만끽할 수 있는 메가커피 샌드위치.,0,0,0,0,0,0,0,0,0,0,0
144,디저트,14,-,아이스허니와앙슈,2400,"꿀을 섞은 크림을 바삭한 쿠키슈 안에 넣어, 건강하고 맛있게 완성한 디저트.",0,0,0,0,0,0,0,0,0,0,0
145,디저트,15,-,몽쉘케이크,5300,진하고 폭신한 초콜릿 스펀지 사이에 부드러운 생크림이 듬뿍 들어간 몽쉘 케이크.,0,0,0,0,0,0,0,0,0,0,0
146,디저트,16,-,말차스모어쿠키,2900,화이트 초코칩이 가득 박힌 말차 쿠키에 달콤하게 구운 마시멜로우를 얹어 달콤쌉싸름한 매력을 간직한 쿠키.,0,0,0,0,0,0,0,0,0,0,0
147,디저트,17,-,초코스모어쿠키,2900,초코칩이 콕콕 박힌 촉촉한 초코 쿠키에 달콤하게 구운 마시멜로우가 만나 더 진한 초코 맛 쿠키.,0,0,0,0,0,0,0,0,0,0,0
148,디저트,18,-,감자빵,3500,쫄깃한 빵 속 포슬포슬한 감자를 가득 담아낸 베이커리 메뉴.,0,0,0,0,0,0,0,0,0,0,0
149,디저트,19,-,유니콘프라페마카롱,2100,메가커피 인기 음료인 유니콘 프라페를 모티브로 만든 매지컬 비주얼 마카롱.,0,0,0,0,0,0,0,0,0,0,0
150,디저트,20,-,쿠키프라페마카롱,2100,메가커피 인기메뉴인 쿠키프라페를 모티브로 만든 달콤한 마카롱.,0,0,0,0,0,0,0,0,0,0,0
151,디저트,21,-,메가초코마카롱,2100,메가커피 시그니처 음료 메가초코를 모티브로 만든 초코맛 마카롱.,0,0,0,0,0,0,0,0,0,0,0
152,디저트,22,-,딸기요거트마카롱,2100,딸기요거트 스무디를 연상하게 하는 상큼한 마카롱.,0,0,0,0,0,0,0,0,0,0,0
153,디저트,23,-,치즈케익,3500,진한 치즈의 맛을 달콤하고 부드럽게 느낄 수 있는 케이크.,0,0,0,0,0,0,0,0,0,0,0
154,디저트,24,-,초코케익,3500,달콤한 초콜릿 본연의 맛을 더 진하게 느낄 수 있는 케이크.,0,0,0,0,0,0,0,0,0,0,0
155,디저트,25,-,티라미수케익,3500,부드러운 치즈 맛과 코코아의 조화로운 향으로 호불호 없이 즐기는 케이크.,0,0,0,0,0,0,0,0,0,0,0
156,디저트,26,-,허니브레드,4500,바삭하고 쫄깃하게 구워낸 빵에 달콤한 크림을 올려 즐기는 조화로운 베이커리 메뉴.,0,0,0,0,0,0,0,0,0,0,0
157,디저트,27,-,핫도그,2700,부드러운 빵 속에 쫄깃한 소시지를 넣어 알찬 한입을 완성한 베이커리 메뉴.,0,0,0,0,0,0,0,0,0,0,0
158,디저트,28,-,메가쿠기(초코칩),2000,진한 초콜릿칩을 넣어 만든 메가MGC커피 시그니처 쿠키.,0,0,0,0,0,0,0,0,0,0,0
159,디저트,29,-,메가쿠키(마카다미아),2000,고소한 마카다미아를 넣어 만든 메가MGC커피 시그니처 쿠키.,0,0,0,0,0,0,0,0,0,0,0
160,디저트,30,-,플레인크로플,2500,버터풍미가 가득한 크루와상의 바삭함과 와플의 부드러움을 합친 겉바속촉 베이커리 메뉴.,0,0,0,0,0,0,0,0,0,0,0
161,디저트,31,-,아이스크림크로플,3500,따뜻하고 바삭한 크로플 위에 차갑고 달콤한 바닐라 아이스크림을 올려 만든 매력적인 베이커리 메뉴.,0,0,0,0,0,0,0,0,0,0,0